t, v
9.4802, 90.111
9.4812, 90.098
9.4822, 90.085
9.4832, 90.072
9.4842, 90.06
9.4852, 90.047
9.4862, 90.034
9.4872, 90.021
9.4882, 90.008
9.4892, 89.996
9.4902, 89.983
9.4912, 89.97
9.4922, 89.957
9.4932, 89.944
9.4942, 89.931
9.4952, 89.919
9.4962, 89.906
9.4972, 89.893
9.4982, 89.88
9.4992, 89.867
9.5002, 89.855
9.5012, 89.842
9.5022, 89.829
9.5032, 89.816
9.5042, 89.803
9.5052, 89.791
9.5062, 89.778
9.5072, 89.765
9.5082, 89.752
9.5092, 89.739
9.5102, 89.727
9.5112, 89.714
9.5122, 89.701
9.5132, 89.688
9.5142, 89.675
9.5152, 89.663
9.5162, 89.65
9.5172, 89.637
9.5182, 89.624
9.5192, 89.611
9.5202, 89.599
9.5212, 89.586
9.5222, 89.573
9.5232, 89.56
9.5242, 89.547
9.5252, 89.535
9.5262, 89.522
9.5272, 89.509
9.5282, 89.496
9.5292, 89.484
9.5302, 89.471
9.5312, 89.458
9.5322, 89.445
9.5332, 89.432
9.5342, 89.42
9.5352, 89.407
9.5362, 89.394
9.5372, 89.381
9.5382, 89.369
9.5392, 89.356
9.5402, 89.343
9.5412, 89.33
9.5422, 89.318
9.5432, 89.305
9.5442, 89.292
9.5452, 89.279
9.5462, 89.266
9.5472, 89.254
9.5482, 89.241
9.5492, 89.228
9.5502, 89.215
9.5512, 89.203
9.5522, 89.19
9.5532, 89.177
9.5542, 89.164
9.5552, 89.152
9.5562, 89.139
9.5572, 89.126
9.5582, 89.113
9.5592, 89.101
9.5602, 89.088
9.5612, 89.075
9.5622, 89.062
9.5632, 89.05
9.5642, 89.037
9.5652, 89.024
9.5662, 89.011
9.5672, 88.999
9.5682, 88.986
9.5692, 88.973
9.5702, 88.96
9.5712, 88.948
9.5722, 88.935
9.5732, 88.922
9.5742, 88.909
9.5752, 88.897
9.5762, 88.884
9.5772, 88.871
9.5782, 88.858
9.5792, 88.846
9.5802, 88.833
9.5812, 88.82
9.5822, 88.807
9.5832, 88.795
9.5842, 88.782
9.5852, 88.769
9.5862, 88.757
9.5872, 88.744
9.5882, 88.731
9.5892, 88.718
9.5902, 88.706
9.5912, 88.693
9.5922, 88.68
9.5932, 88.667
9.5942, 88.655
9.5952, 88.642
9.5962, 88.629
9.5972, 88.617
9.5982, 88.604
9.5992, 88.591
9.6002, 88.578
9.6012, 88.566
9.6022, 88.553
9.6032, 88.54
9.6042, 88.528
9.6052, 88.515
9.6062, 88.502
9.6072, 88.489
9.6082, 88.477
9.6092, 88.464
9.6102, 88.451
9.6112, 88.439
9.6122, 88.426
9.6132, 88.413
9.6142, 88.4
9.6152, 88.388
9.6162, 88.375
9.6172, 88.362
9.6182, 88.35
9.6192, 88.337
9.6202, 88.324
9.6212, 88.312
9.6222, 88.299
9.6232, 88.286
9.6242, 88.273
9.6252, 88.261
9.6262, 88.248
9.6272, 88.235
9.6282, 88.223
9.6292, 88.21
9.6302, 88.197
9.6312, 88.185
9.6322, 88.172
9.6332, 88.159
9.6342, 88.146
9.6352, 88.134
9.6362, 88.121
9.6372, 88.108
9.6382, 88.096
9.6392, 88.083
9.6402, 88.07
9.6412, 88.058
9.6422, 88.045
9.6432, 88.032
9.6442, 88.02
9.6452, 88.007
9.6462, 87.994
9.6472, 87.982
9.6482, 87.969
9.6492, 87.956
9.6502, 87.944
9.6512, 87.931
9.6522, 87.918
9.6532, 87.906
9.6542, 87.893
9.6552, 87.88
9.6562, 87.868
9.6572, 87.855
9.6582, 87.842
9.6592, 87.83
9.6602, 87.817
9.6612, 87.804
9.6622, 87.792
9.6632, 87.779
9.6642, 87.766
9.6652, 87.754
9.6662, 87.741
9.6672, 87.728
9.6682, 87.716
9.6692, 87.703
9.6702, 87.69
9.6712, 87.678
9.6722, 87.665
9.6732, 87.652
9.6742, 87.64
9.6752, 87.627
9.6762, 87.614
9.6772, 87.602
9.6782, 87.589
9.6792, 87.576
9.6802, 87.564
9.6812, 87.551
9.6822, 87.538
9.6832, 87.526
9.6842, 87.513
9.6852, 87.501
9.6862, 87.488
9.6872, 87.475
9.6882, 87.463
9.6892, 87.45
9.6902, 87.437
9.6912, 87.425
9.6922, 87.412
9.6932, 87.399
9.6942, 87.387
9.6952, 87.374
9.6962, 87.361
9.6972, 87.349
9.6982, 87.336
9.6992, 87.324
9.7002, 87.311
9.7012, 87.298
9.7022, 87.286
9.7032, 87.273
9.7042, 87.26
9.7052, 87.248
9.7062, 87.235
9.7072, 87.223
9.7082, 87.21
9.7092, 87.197
9.7102, 87.185
9.7112, 87.172
9.7122, 87.159
9.7132, 87.147
9.7142, 87.134
9.7152, 87.122
9.7162, 87.109
9.7172, 87.096
9.7182, 87.084
9.7192, 87.071
9.7202, 87.058
9.7212, 87.046
9.7222, 87.033
9.7232, 87.021
9.7242, 87.008
9.7252, 86.995
9.7262, 86.983
9.7272, 86.97
9.7282, 86.958
9.7292, 86.945
9.7302, 86.932
9.7312, 86.92
9.7322, 86.907
9.7332, 86.895
9.7342, 86.882
9.7352, 86.869
9.7362, 86.857
9.7372, 86.844
9.7382, 86.832
9.7392, 86.819
9.7402, 86.806
9.7412, 86.794
9.7422, 86.781
9.7432, 86.769
9.7442, 86.756
9.7452, 86.743
9.7462, 86.731
9.7472, 86.718
9.7482, 86.706
9.7492, 86.693
9.7502, 86.68
9.7512, 86.668
9.7522, 86.655
9.7532, 86.643
9.7542, 86.63
9.7552, 86.617
9.7562, 86.605
9.7572, 86.592
9.7582, 86.58
9.7592, 86.567
9.7602, 86.555
9.7612, 86.542
9.7622, 86.529
9.7632, 86.517
9.7642, 86.504
9.7652, 86.492
9.7662, 86.479
9.7672, 86.467
9.7682, 86.454
9.7692, 86.441
9.7702, 86.429
9.7712, 86.416
9.7722, 86.404
9.7732, 86.391
9.7742, 86.379
9.7752, 86.366
9.7762, 86.353
9.7772, 86.341
9.7782, 86.328
9.7792, 86.316
9.7802, 86.303
9.7812, 86.291
9.7822, 86.278
9.7832, 86.265
9.7842, 86.253
9.7852, 86.24
9.7862, 86.228
9.7872, 86.215
9.7882, 86.203
9.7892, 86.19
9.7902, 86.178
9.7912, 86.165
9.7922, 86.152
9.7932, 86.14
9.7942, 86.127
9.7952, 86.115
9.7962, 86.102
9.7972, 86.09
9.7982, 86.077
9.7992, 86.065
9.8002, 86.052
9.8012, 86.039
9.8022, 86.027
9.8032, 86.014
9.8042, 86.002
9.8052, 85.989
9.8062, 85.977
9.8072, 85.964
9.8082, 85.952
9.8092, 85.939
9.8102, 85.927
9.8112, 85.914
9.8122, 85.902
9.8132, 85.889
9.8142, 85.876
9.8152, 85.864
9.8162, 85.851
9.8172, 85.839
9.8182, 85.826
9.8192, 85.814
9.8202, 85.801
9.8212, 85.789
9.8222, 85.776
9.8232, 85.764
9.8242, 85.751
9.8252, 85.739
9.8262, 85.726
9.8272, 85.714
9.8282, 85.701
9.8292, 85.688
9.8302, 85.676
9.8312, 85.663
9.8322, 85.651
9.8332, 85.638
9.8342, 85.626
9.8352, 85.613
9.8362, 85.601
9.8372, 85.588
9.8382, 85.576
9.8392, 85.563
9.8402, 85.551
9.8412, 85.538
9.8422, 85.526
9.8432, 85.513
9.8442, 85.501
9.8452, 85.488
9.8462, 85.476
9.8472, 85.463
9.8482, 85.451
9.8492, 85.438
9.8502, 85.426
9.8512, 85.413
9.8522, 85.401
9.8532, 85.388
9.8542, 85.376
9.8552, 85.363
9.8562, 85.351
9.8572, 85.338
9.8582, 85.326
9.8592, 85.313
9.8602, 85.301
9.8612, 85.288
9.8622, 85.276
9.8632, 85.263
9.8642, 85.251
9.8652, 85.238
9.8662, 85.226
9.8672, 85.213
9.8682, 85.201
9.8692, 85.188
9.8702, 85.176
9.8712, 85.163
9.8722, 85.151
9.8732, 85.138
9.8742, 85.126
9.8752, 85.113
9.8762, 85.101
9.8772, 85.088
9.8782, 85.076
9.8792, 85.063
9.8802, 85.051
9.8812, 85.038
9.8822, 85.026
9.8832, 85.013
9.8842, 85.001
9.8852, 84.988
9.8862, 84.976
9.8872, 84.964
9.8882, 84.951
9.8892, 84.939
9.8902, 84.926
9.8912, 84.914
9.8922, 84.901
9.8932, 84.889
9.8942, 84.876
9.8952, 84.864
9.8962, 84.851
9.8972, 84.839
9.8982, 84.826
9.8992, 84.814
9.9002, 84.801
9.9012, 84.789
9.9022, 84.777
9.9032, 84.764
9.9042, 84.752
9.9052, 84.739
9.9062, 84.727
9.9072, 84.714
9.9082, 84.702
9.9092, 84.689
9.9102, 84.677
9.9112, 84.664
9.9122, 84.652
9.9132, 84.639
9.9142, 84.627
9.9152, 84.615
9.9162, 84.602
9.9172, 84.59
9.9182, 84.577
9.9192, 84.565
9.9202, 84.552
9.9212, 84.54
9.9222, 84.527
9.9232, 84.515
9.9242, 84.503
9.9252, 84.49
9.9262, 84.478
9.9272, 84.465
9.9282, 84.453
9.9292, 84.44
9.9302, 84.428
9.9312, 84.415
9.9322, 84.403
9.9332, 84.391
9.9342, 84.378
9.9352, 84.366
9.9362, 84.353
9.9372, 84.341
9.9382, 84.328
9.9392, 84.316
9.9402, 84.303
9.9412, 84.291
9.9422, 84.279
9.9432, 84.266
9.9442, 84.254
9.9452, 84.241
9.9462, 84.229
9.9472, 84.216
9.9482, 84.204
9.9492, 84.192
9.9502, 84.179
9.9512, 84.167
9.9522, 84.154
9.9532, 84.142
9.9542, 84.13
9.9552, 84.117
9.9562, 84.105
9.9572, 84.092
9.9582, 84.08
9.9592, 84.067
9.9602, 84.055
9.9612, 84.043
9.9622, 84.03
9.9632, 84.018
9.9642, 84.005
9.9652, 83.993
9.9662, 83.981
9.9672, 83.968
9.9682, 83.956
9.9692, 83.943
9.9702, 83.931
9.9712, 83.918
9.9722, 83.906
9.9732, 83.894
9.9742, 83.881
9.9752, 83.869
9.9762, 83.856
9.9772, 83.844
9.9782, 83.832
9.9792, 83.819
9.9802, 83.807
9.9812, 83.794
9.9822, 83.782
9.9832, 83.77
9.9842, 83.757
9.9852, 83.745
9.9862, 83.732
9.9872, 83.72
9.9882, 83.708
9.9892, 83.695
9.9902, 83.683
9.9912, 83.67
9.9922, 83.658
9.9932, 83.646
9.9942, 83.633
9.9952, 83.621
9.9962, 83.609
9.9972, 83.596
9.9982, 83.584
9.9992, 83.571
10, 83.559
10.001, 83.547
10.002, 83.534
10.003, 83.522
10.004, 83.509
10.005, 83.497
10.006, 83.485
10.007, 83.472
10.008, 83.46
10.009, 83.448
10.01, 83.435
10.011, 83.423
10.012, 83.41
10.013, 83.398
10.014, 83.386
10.015, 83.373
10.016, 83.361
10.017, 83.349
10.018, 83.336
10.019, 83.324
10.02, 83.311
10.021, 83.299
10.022, 83.287
10.023, 83.274
10.024, 83.262
10.025, 83.25
10.026, 83.237
10.027, 83.225
10.028, 83.213
10.029, 83.2
10.03, 83.188
10.031, 83.175
10.032, 83.163
10.033, 83.151
10.034, 83.138
10.035, 83.126
10.036, 83.114
10.037, 83.101
10.038, 83.089
10.039, 83.077
10.04, 83.064
10.041, 83.052
10.042, 83.04
10.043, 83.027
10.044, 83.015
10.045, 83.003
10.046, 82.99
10.047, 82.978
10.048, 82.965
10.049, 82.953
10.05, 82.941
10.051, 82.928
10.052, 82.916
10.053, 82.904
10.054, 82.891
10.055, 82.879
10.056, 82.867
10.057, 82.854
10.058, 82.842
10.059, 82.83
10.06, 82.817
10.061, 82.805
10.062, 82.793
10.063, 82.78
10.064, 82.768
10.065, 82.756
10.066, 82.743
10.067, 82.731
10.068, 82.719
10.069, 82.706
10.07, 82.694
10.071, 82.682
10.072, 82.669
10.073, 82.657
10.074, 82.645
10.075, 82.632
10.076, 82.62
10.077, 82.608
10.078, 82.595
10.079, 82.583
10.08, 82.571
10.081, 82.558
10.082, 82.546
10.083, 82.534
10.084, 82.522
10.085, 82.509
10.086, 82.497
10.087, 82.485
10.088, 82.472
10.089, 82.46
10.09, 82.448
10.091, 82.435
10.092, 82.423
10.093, 82.411
10.094, 82.398
10.095, 82.386
10.096, 82.374
10.097, 82.361
10.098, 82.349
10.099, 82.337
10.1, 82.325
10.101, 82.312
10.102, 82.3
10.103, 82.288
10.104, 82.275
10.105, 82.263
10.106, 82.251
10.107, 82.238
10.108, 82.226
10.109, 82.214
10.11, 82.202
10.111, 82.189
10.112, 82.177
10.113, 82.165
10.114, 82.152
10.115, 82.14
10.116, 82.128
10.117, 82.115
10.118, 82.103
10.119, 82.091
10.12, 82.079
10.121, 82.066
10.122, 82.054
10.123, 82.042
10.124, 82.029
10.125, 82.017
10.126, 82.005
10.127, 81.993
10.128, 81.98
10.129, 81.968
10.13, 81.956
10.131, 81.943
10.132, 81.931
10.133, 81.919
10.134, 81.907
10.135, 81.894
10.136, 81.882
10.137, 81.87
10.138, 81.857
10.139, 81.845
10.14, 81.833
10.141, 81.821
10.142, 81.808
10.143, 81.796
10.144, 81.784
10.145, 81.772
10.146, 81.759
10.147, 81.747
10.148, 81.735
10.149, 81.722
10.15, 81.71
10.151, 81.698
10.152, 81.686
10.153, 81.673
10.154, 81.661
10.155, 81.649
10.156, 81.637
10.157, 81.624
10.158, 81.612
10.159, 81.6
10.16, 81.588
10.161, 81.575
10.162, 81.563
10.163, 81.551
10.164, 81.539
10.165, 81.526
10.166, 81.514
10.167, 81.502
10.168, 81.49
10.169, 81.477
10.17, 81.465
10.171, 81.453
10.172, 81.441
10.173, 81.428
10.174, 81.416
10.175, 81.404
10.176, 81.392
10.177, 81.379
10.178, 81.367
10.179, 81.355
10.18, 81.343
10.181, 81.33
10.182, 81.318
10.183, 81.306
10.184, 81.294
10.185, 81.281
10.186, 81.269
10.187, 81.257
10.188, 81.245
10.189, 81.232
10.19, 81.22
10.191, 81.208
10.192, 81.196
10.193, 81.183
10.194, 81.171
10.195, 81.159
10.196, 81.147
10.197, 81.135
10.198, 81.122
10.199, 81.11
10.2, 81.098
10.201, 81.086
10.202, 81.073
10.203, 81.061
10.204, 81.049
10.205, 81.037
10.206, 81.024
10.207, 81.012
10.208, 81
10.209, 80.988
10.21, 80.976
10.211, 80.963
10.212, 80.951
10.213, 80.939
10.214, 80.927
10.215, 80.915
10.216, 80.902
10.217, 80.89
10.218, 80.878
10.219, 80.866
10.22, 80.853
10.221, 80.841
10.222, 80.829
10.223, 80.817
10.224, 80.805
10.225, 80.792
10.226, 80.78
10.227, 80.768
10.228, 80.756
10.229, 80.744
10.23, 80.731
10.231, 80.719
10.232, 80.707
10.233, 80.695
10.234, 80.683
10.235, 80.67
10.236, 80.658
10.237, 80.646
10.238, 80.634
10.239, 80.622
10.24, 80.609
10.241, 80.597
10.242, 80.585
10.243, 80.573
10.244, 80.561
10.245, 80.548
10.246, 80.536
10.247, 80.524
10.248, 80.512
10.249, 80.5
10.25, 80.487
10.251, 80.475
10.252, 80.463
10.253, 80.451
10.254, 80.439
10.255, 80.426
10.256, 80.414
10.257, 80.402
10.258, 80.39
10.259, 80.378
10.26, 80.365
10.261, 80.353
10.262, 80.341
10.263, 80.329
10.264, 80.317
10.265, 80.305
10.266, 80.292
10.267, 80.28
10.268, 80.268
10.269, 80.256
10.27, 80.244
10.271, 80.232
10.272, 80.219
10.273, 80.207
10.274, 80.195
10.275, 80.183
10.276, 80.171
10.277, 80.158
10.278, 80.146
10.279, 80.134
10.28, 80.122
10.281, 80.11
10.282, 80.098
10.283, 80.085
10.284, 80.073
10.285, 80.061
10.286, 80.049
10.287, 80.037
10.288, 80.025
10.289, 80.012
10.29, 80
10.291, 79.988
10.292, 79.976
10.293, 79.964
10.294, 79.952
10.295, 79.94
10.296, 79.927
10.297, 79.915
10.298, 79.903
10.299, 79.891
10.3, 79.879
10.301, 79.867
10.302, 79.854
10.303, 79.842
10.304, 79.83
10.305, 79.818
10.306, 79.806
10.307, 79.794
10.308, 79.782
10.309, 79.769
10.31, 79.757
10.311, 79.745
10.312, 79.733
10.313, 79.721
10.314, 79.709
10.315, 79.697
10.316, 79.684
10.317, 79.672
10.318, 79.66
10.319, 79.648
10.32, 79.636
10.321, 79.624
10.322, 79.612
10.323, 79.599
10.324, 79.587
10.325, 79.575
10.326, 79.563
10.327, 79.551
10.328, 79.539
10.329, 79.527
10.33, 79.514
10.331, 79.502
10.332, 79.49
10.333, 79.478
10.334, 79.466
10.335, 79.454
10.336, 79.442
10.337, 79.43
10.338, 79.417
10.339, 79.405
10.34, 79.393
10.341, 79.381
10.342, 79.369
10.343, 79.357
10.344, 79.345
10.345, 79.333
10.346, 79.32
10.347, 79.308
10.348, 79.296
10.349, 79.284
10.35, 79.272
10.351, 79.26
10.352, 79.248
10.353, 79.236
10.354, 79.224
10.355, 79.211
10.356, 79.199
10.357, 79.187
10.358, 79.175
10.359, 79.163
10.36, 79.151
10.361, 79.139
10.362, 79.127
10.363, 79.115
10.364, 79.102
10.365, 79.09
10.366, 79.078
10.367, 79.066
10.368, 79.054
10.369, 79.042
10.37, 79.03
10.371, 79.018
10.372, 79.006
10.373, 78.994
10.374, 78.981
10.375, 78.969
10.376, 78.957
10.377, 78.945
10.378, 78.933
10.379, 78.921
10.38, 78.909
10.381, 78.897
10.382, 78.885
10.383, 78.873
10.384, 78.86
10.385, 78.848
10.386, 78.836
10.387, 78.824
10.388, 78.812
10.389, 78.8
10.39, 78.788
10.391, 78.776
10.392, 78.764
10.393, 78.752
10.394, 78.74
10.395, 78.728
10.396, 78.715
10.397, 78.703
10.398, 78.691
10.399, 78.679
10.4, 78.667
10.401, 78.655
10.402, 78.643
10.403, 78.631
10.404, 78.619
10.405, 78.607
10.406, 78.595
10.407, 78.583
10.408, 78.571
10.409, 78.558
10.41, 78.546
10.411, 78.534
10.412, 78.522
10.413, 78.51
10.414, 78.498
10.415, 78.486
10.416, 78.474
10.417, 78.462
10.418, 78.45
10.419, 78.438
10.42, 78.426
10.421, 78.414
10.422, 78.402
10.423, 78.389
10.424, 78.377
10.425, 78.365
10.426, 78.353
10.427, 78.341
10.428, 78.329
10.429, 78.317
10.43, 78.305
10.431, 78.293
10.432, 78.281
10.433, 78.269
10.434, 78.257
10.435, 78.245
10.436, 78.233
10.437, 78.221
10.438, 78.209
10.439, 78.197
10.44, 78.184
10.441, 78.172
10.442, 78.16
10.443, 78.148
10.444, 78.136
10.445, 78.124
10.446, 78.112
10.447, 78.1
10.448, 78.088
10.449, 78.076
10.45, 78.064
10.451, 78.052
10.452, 78.04
10.453, 78.028
10.454, 78.016
10.455, 78.004
10.456, 77.992
10.457, 77.98
10.458, 77.968
10.459, 77.956
10.46, 77.944
10.461, 77.932
10.462, 77.92
10.463, 77.908
10.464, 77.895
10.465, 77.883
10.466, 77.871
10.467, 77.859
10.468, 77.847
10.469, 77.835
10.47, 77.823
10.471, 77.811
10.472, 77.799
10.473, 77.787
10.474, 77.775
10.475, 77.763
10.476, 77.751
10.477, 77.739
10.478, 77.727
10.479, 77.715
10.48, 77.703
10.481, 77.691
10.482, 77.679
10.483, 77.667
10.484, 77.655
10.485, 77.643
10.486, 77.631
10.487, 77.619
10.488, 77.607
10.489, 77.595
10.49, 77.583
10.491, 77.571
10.492, 77.559
10.493, 77.547
10.494, 77.535
10.495, 77.523
10.496, 77.511
10.497, 77.499
10.498, 77.487
10.499, 77.475
10.5, 77.463
10.501, 77.451
10.502, 77.439
10.503, 77.427
10.504, 77.415
10.505, 77.403
10.506, 77.391
10.507, 77.379
10.508, 77.367
10.509, 77.355
10.51, 77.343
10.511, 77.331
10.512, 77.319
10.513, 77.307
10.514, 77.295
10.515, 77.283
10.516, 77.271
10.517, 77.259
10.518, 77.247
10.519, 77.235
10.52, 77.223
10.521, 77.211
10.522, 77.199
10.523, 77.187
10.524, 77.175
10.525, 77.163
10.526, 77.151
10.527, 77.139
10.528, 77.127
10.529, 77.115
10.53, 77.103
10.531, 77.091
10.532, 77.079
10.533, 77.067
10.534, 77.055
10.535, 77.043
10.536, 77.031
10.537, 77.019
10.538, 77.007
10.539, 76.995
10.54, 76.983
10.541, 76.971
10.542, 76.959
10.543, 76.947
10.544, 76.935
10.545, 76.923
10.546, 76.911
10.547, 76.899
10.548, 76.887
10.549, 76.875
10.55, 76.863
10.551, 76.851
10.552, 76.839
10.553, 76.827
10.554, 76.815
10.555, 76.803
10.556, 76.791
10.557, 76.779
10.558, 76.767
10.559, 76.755
10.56, 76.744
10.561, 76.732
10.562, 76.72
10.563, 76.708
10.564, 76.696
10.565, 76.684
10.566, 76.672
10.567, 76.66
10.568, 76.648
10.569, 76.636
10.57, 76.624
10.571, 76.612
10.572, 76.6
10.573, 76.588
10.574, 76.576
10.575, 76.564
10.576, 76.552
10.577, 76.54
10.578, 76.528
10.579, 76.516
10.58, 76.504
10.581, 76.492
10.582, 76.48
10.583, 76.468
10.584, 76.457
10.585, 76.445
10.586, 76.433
10.587, 76.421
10.588, 76.409
10.589, 76.397
10.59, 76.385
10.591, 76.373
10.592, 76.361
10.593, 76.349
10.594, 76.337
10.595, 76.325
10.596, 76.313
10.597, 76.301
10.598, 76.289
10.599, 76.277
10.6, 76.265
10.601, 76.254
10.602, 76.242
10.603, 76.23
10.604, 76.218
10.605, 76.206
10.606, 76.194
10.607, 76.182
10.608, 76.17
10.609, 76.158
10.61, 76.146
10.611, 76.134
10.612, 76.122
10.613, 76.11
10.614, 76.098
10.615, 76.086
10.616, 76.075
10.617, 76.063
10.618, 76.051
10.619, 76.039
10.62, 76.027
10.621, 76.015
10.622, 76.003
10.623, 75.991
10.624, 75.979
10.625, 75.967
10.626, 75.955
10.627, 75.943
10.628, 75.931
10.629, 75.92
10.63, 75.908
10.631, 75.896
10.632, 75.884
10.633, 75.872
10.634, 75.86
10.635, 75.848
10.636, 75.836
10.637, 75.824
10.638, 75.812
10.639, 75.8
10.64, 75.788
10.641, 75.777
10.642, 75.765
10.643, 75.753
10.644, 75.741
10.645, 75.729
10.646, 75.717
10.647, 75.705
10.648, 75.693
10.649, 75.681
10.65, 75.669
10.651, 75.658
10.652, 75.646
10.653, 75.634
10.654, 75.622
10.655, 75.61
10.656, 75.598
10.657, 75.586
10.658, 75.574
10.659, 75.562
10.66, 75.55
10.661, 75.539
10.662, 75.527
10.663, 75.515
10.664, 75.503
10.665, 75.491
10.666, 75.479
10.667, 75.467
10.668, 75.455
10.669, 75.443
10.67, 75.431
10.671, 75.42
10.672, 75.408
10.673, 75.396
10.674, 75.384
10.675, 75.372
10.676, 75.36
10.677, 75.348
10.678, 75.336
10.679, 75.324
10.68, 75.313
10.681, 75.301
10.682, 75.289
10.683, 75.277
10.684, 75.265
10.685, 75.253
10.686, 75.241
10.687, 75.229
10.688, 75.218
10.689, 75.206
10.69, 75.194
10.691, 75.182
10.692, 75.17
10.693, 75.158
10.694, 75.146
10.695, 75.134
10.696, 75.123
10.697, 75.111
10.698, 75.099
10.699, 75.087
10.7, 75.075
10.701, 75.063
10.702, 75.051
10.703, 75.039
10.704, 75.028
10.705, 75.016
10.706, 75.004
10.707, 74.992
10.708, 74.98
10.709, 74.968
10.71, 74.956
10.711, 74.945
10.712, 74.933
10.713, 74.921
10.714, 74.909
10.715, 74.897
10.716, 74.885
10.717, 74.873
10.718, 74.862
10.719, 74.85
10.72, 74.838
10.721, 74.826
10.722, 74.814
10.723, 74.802
10.724, 74.79
10.725, 74.779
10.726, 74.767
10.727, 74.755
10.728, 74.743
10.729, 74.731
10.73, 74.719
10.731, 74.707
10.732, 74.696
10.733, 74.684
10.734, 74.672
10.735, 74.66
10.736, 74.648
10.737, 74.636
10.738, 74.625
10.739, 74.613
10.74, 74.601
10.741, 74.589
10.742, 74.577
10.743, 74.565
10.744, 74.553
10.745, 74.542
10.746, 74.53
10.747, 74.518
10.748, 74.506
10.749, 74.494
10.75, 74.482
10.751, 74.471
10.752, 74.459
10.753, 74.447
10.754, 74.435
10.755, 74.423
10.756, 74.411
10.757, 74.4
10.758, 74.388
10.759, 74.376
10.76, 74.364
10.761, 74.352
10.762, 74.34
10.763, 74.329
10.764, 74.317
10.765, 74.305
10.766, 74.293
10.767, 74.281
10.768, 74.27
10.769, 74.258
10.77, 74.246
10.771, 74.234
10.772, 74.222
10.773, 74.21
10.774, 74.199
10.775, 74.187
10.776, 74.175
10.777, 74.163
10.778, 74.151
10.779, 74.14
10.78, 74.128
10.781, 74.116
10.782, 74.104
10.783, 74.092
10.784, 74.08
10.785, 74.069
10.786, 74.057
10.787, 74.045
10.788, 74.033
10.789, 74.021
10.79, 74.01
10.791, 73.998
10.792, 73.986
10.793, 73.974
10.794, 73.962
10.795, 73.951
10.796, 73.939
10.797, 73.927
10.798, 73.915
10.799, 73.903
10.8, 73.892
10.801, 73.88
10.802, 73.868
10.803, 73.856
10.804, 73.844
10.805, 73.833
10.806, 73.821
10.807, 73.809
10.808, 73.797
10.809, 73.785
10.81, 73.774
10.811, 73.762
10.812, 73.75
10.813, 73.738
10.814, 73.726
10.815, 73.715
10.816, 73.703
10.817, 73.691
10.818, 73.679
10.819, 73.667
10.82, 73.656
10.821, 73.644
10.822, 73.632
10.823, 73.62
10.824, 73.608
10.825, 73.597
10.826, 73.585
10.827, 73.573
10.828, 73.561
10.829, 73.55
10.83, 73.538
10.831, 73.526
10.832, 73.514
10.833, 73.502
10.834, 73.491
10.835, 73.479
10.836, 73.467
10.837, 73.455
10.838, 73.443
10.839, 73.432
10.84, 73.42
10.841, 73.408
10.842, 73.396
10.843, 73.385
10.844, 73.373
10.845, 73.361
10.846, 73.349
10.847, 73.338
10.848, 73.326
10.849, 73.314
10.85, 73.302
10.851, 73.29
10.852, 73.279
10.853, 73.267
10.854, 73.255
10.855, 73.243
10.856, 73.232
10.857, 73.22
10.858, 73.208
10.859, 73.196
10.86, 73.185
10.861, 73.173
10.862, 73.161
10.863, 73.149
10.864, 73.137
10.865, 73.126
10.866, 73.114
10.867, 73.102
10.868, 73.09
10.869, 73.079
10.87, 73.067
10.871, 73.055
10.872, 73.043
10.873, 73.032
10.874, 73.02
10.875, 73.008
10.876, 72.996
10.877, 72.985
10.878, 72.973
10.879, 72.961
10.88, 72.949
10.881, 72.938
10.882, 72.926
10.883, 72.914
10.884, 72.902
10.885, 72.891
10.886, 72.879
10.887, 72.867
10.888, 72.855
10.889, 72.844
10.89, 72.832
10.891, 72.82
10.892, 72.808
10.893, 72.797
10.894, 72.785
10.895, 72.773
10.896, 72.761
10.897, 72.75
10.898, 72.738
10.899, 72.726
10.9, 72.715
10.901, 72.703
10.902, 72.691
10.903, 72.679
10.904, 72.668
10.905, 72.656
10.906, 72.644
10.907, 72.632
10.908, 72.621
10.909, 72.609
10.91, 72.597
10.911, 72.585
10.912, 72.574
10.913, 72.562
10.914, 72.55
10.915, 72.539
10.916, 72.527
10.917, 72.515
10.918, 72.503
10.919, 72.492
10.92, 72.48
10.921, 72.468
10.922, 72.456
10.923, 72.445
10.924, 72.433
10.925, 72.421
10.926, 72.41
10.927, 72.398
10.928, 72.386
10.929, 72.374
10.93, 72.363
10.931, 72.351
10.932, 72.339
10.933, 72.328
10.934, 72.316
10.935, 72.304
10.936, 72.292
10.937, 72.281
10.938, 72.269
10.939, 72.257
10.94, 72.246
10.941, 72.234
10.942, 72.222
10.943, 72.21
10.944, 72.199
10.945, 72.187
10.946, 72.175
10.947, 72.164
10.948, 72.152
10.949, 72.14
10.95, 72.129
10.951, 72.117
10.952, 72.105
10.953, 72.093
10.954, 72.082
10.955, 72.07
10.956, 72.058
10.957, 72.047
10.958, 72.035
10.959, 72.023
10.96, 72.011
10.961, 72
10.962, 71.988
10.963, 71.976
10.964, 71.965
10.965, 71.953
10.966, 71.941
10.967, 71.93
10.968, 71.918
10.969, 71.906
10.97, 71.895
10.971, 71.883
10.972, 71.871
10.973, 71.859
10.974, 71.848
10.975, 71.836
10.976, 71.824
10.977, 71.813
